0.000000,0.004267
1.928467,0.022209
3.856935,0.049274
5.785402,0.051629
7.713869,0.037128
9.642336,0.025024
11.570804,0.017709
13.499271,0.012091
15.427738,0.007929
17.356205,0.005416
19.284673,0.002994
21.213140,0.000574
23.141607,-0.001632
25.070075,-0.003576
26.998542,-0.005279
28.927009,-0.006113
30.855476,-0.005249
32.783944,-0.002979
34.712411,-0.000747
36.640878,0.000681
38.569345,0.001594
40.497813,0.002250
42.426280,0.002483
44.354747,0.002157
46.283215,0.001463
48.211682,0.000749
50.140149,0.000253
52.068616,0.000152
53.997084,0.000567
55.925551,0.001430
57.854018,0.002311
59.782485,0.002633
61.710953,0.002175
63.639420,0.001121
65.567887,0.000036
67.496355,-0.000501
69.424822,-0.000045
71.353289,0.001381
73.281756,0.002964
75.210224,0.003659
77.138691,0.003237
79.067158,0.002247
80.995625,0.001167
82.924093,0.000211
84.852560,-0.000435
86.781027,-0.000541
88.709495,-0.000024
90.637962,0.000811
92.566429,0.001355
94.494896,0.001153
96.423364,0.000271
98.351831,-0.000767
100.280298,-0.001418
102.208766,-0.001450
104.137233,-0.000938
106.065700,-0.000125
107.994167,0.000743
109.922635,0.001417
111.851102,0.001596
113.779569,0.001088
115.708036,0.000152
117.636504,-0.000744
119.564971,-0.001370
121.493438,-0.001571
123.421906,-0.001151
125.350373,-0.000340
127.278840,0.000276
129.207307,0.000536
131.135775,0.000663
133.064242,0.000704
134.992709,0.000576
136.921176,0.000256
138.849644,-0.000238
140.778111,-0.000695
142.706578,-0.000788
144.635046,-0.000468
146.563513,-0.000010
148.491980,0.000209
150.420447,-0.000038
152.348915,-0.000554
154.277382,-0.000899
156.205849,-0.000899
158.134316,-0.000662
160.062784,-0.000253
161.991251,0.000331
163.919718,0.000903
165.848186,0.001085
167.776653,0.000691
169.705120,-0.000037
171.633587,-0.000665
173.562055,-0.000993
175.490522,-0.001046
177.418989,-0.000855
179.347456,-0.000468
181.275924,0.000008
183.204391,0.000440
185.132858,0.000607
187.061326,0.000439
188.989793,0.000203
190.918260,0.000076
192.846727,-0.000096
194.775195,-0.000328
196.703662,-0.000338
198.632129,-0.000101
200.560596,0.000045
202.489064,-0.000041
204.417531,-0.000146
206.345998,-0.000182
208.274466,-0.000281
210.202933,-0.000429
212.131400,-0.000449
214.059867,-0.000233
215.988335,0.000209
217.916802,0.000722
219.845269,0.001013
221.773736,0.000928
223.702204,0.000589
225.630671,0.000123
227.559138,-0.000433
229.487606,-0.000851
231.416073,-0.000784
233.344540,-0.000263
235.273007,0.000308
237.201475,0.000643
239.129942,0.000680
241.058409,0.000418
242.986876,-0.000026
244.915344,-0.000442
246.843811,-0.000707
248.772278,-0.000784
250.700746,-0.000699
252.629213,-0.000567
254.557680,-0.000462
256.486147,-0.000372
258.414615,-0.000363
260.343082,-0.000501
262.271549,-0.000616
264.200016,-0.000459
266.128484,-0.000030
268.056951,0.000475
269.985418,0.000849
271.913886,0.000885
273.842353,0.000525
275.770820,-0.000004
277.699287,-0.000492
279.627755,-0.000900
281.556222,-0.001105
283.484689,-0.000929
285.413157,-0.000392
287.341624,0.000270
289.270091,0.000780
291.198558,0.000935
293.127026,0.000718
295.055493,0.000305
296.983960,-0.000130
298.912427,-0.000560
300.840895,-0.000872
302.769362,-0.000799
304.697829,-0.000349
306.626297,0.000068
308.554764,0.000183
310.483231,0.000106
312.411698,-0.000049
314.340166,-0.000273
316.268633,-0.000454
318.197100,-0.000409
320.125567,-0.000046
322.054035,0.000543
323.982502,0.001078
325.910969,0.001206
327.839437,0.000748
329.767904,-0.000032
331.696371,-0.000624
